0.76163 0
0.764311 0.00268048
0.765489 0.00194488
0.765136 0.00141967
0.765321 0.00111511
0.765214 0.000916805
0.765277 0.000777428
0.764942 0.000752124
0.764812 0.000675916
0.764911 0.000612675
0.769296 0.00441941
0.772949 0.00544298
0.776041 0.00588443
0.778691 0.00605825
0.780988 0.00608961
0.782997 0.00604039
0.784771 0.00594457
0.786347 0.005822
0.787757 0.00568476
0.789026 0.00554037
0.790174 0.0053936
0.791218 0.00524749
0.792172 0.00510394
0.793045 0.00496415
0.793849 0.00482882
0.794591 0.00469834
0.795278 0.00457288
0.795916 0.00445248
0.79651 0.00433707
0.797064 0.00422652
0.797583 0.00412067
0.798069 0.00401934
0.798526 0.00392232
0.798956 0.00382941
0.799361 0.00374041
0.799744 0.00365512
0.800106 0.00357336
0.800449 0.00349492
0.800774 0.00341965
0.801084 0.00334737
0.801378 0.00327793
0.801658 0.00321117
0.801925 0.00314695
0.80218 0.00308515
0.802423 0.00302563
0.802656 0.00296828
0.802879 0.002913
0.803093 0.00285967
0.803298 0.00280819
0.803495 0.00275849
0.803684 0.00271047
0.803866 0.00266405
0.804041 0.00261915
0.80421 0.00257571
0.804372 0.00253366
0.804529 0.00249292
0.80468 0.00245345
0.804826 0.00241519
0.804966 0.00237808
0.805103 0.00234208
0.805234 0.00230713
0.805362 0.00227319
0.805485 0.00224023
0.805605 0.00220819
0.805721 0.00217704
0.805833 0.00214674
0.805943 0.00211727
0.806048 0.00208859
0.806151 0.00206066
0.806251 0.00203346
0.806348 0.00200697
0.806442 0.00198114
0.806534 0.00195597
0.806623 0.00193142
0.80671 0.00190747
0.806795 0.00188411
0.806877 0.00186131
0.806958 0.00183904
0.807036 0.0018173
0.807112 0.00179606
0.807187 0.00177531
0.807259 0.00175503
0.80733 0.0017352
0.807399 0.00171582
0.807467 0.00169686
0.807533 0.00167831
0.807597 0.00166015
0.80766 0.00164239
0.807722 0.001625
0.807782 0.00160797
0.807841 0.00159129
0.807899 0.00157495
0.807955 0.00155895
0.80801 0.00154326
0.808064 0.00152788
0.808117 0.00151281
0.808169 0.00149803
0.80822 0.00148353
0.808269 0.00146931
0.808318 0.00145536
