0 0.326256 0.00385798
1 3.79941 6.8837
2 10.1782 5.40549
3 4.98858 9.22037
4 7.1496 6.59803
5 -7.77803 11.1027
6 10.5554 9.01332
7 2.69034 8.15876
8 4.52991 8.13449
9 -1.79552 8.39862
10 9.02587 7.53813
11 3.80441 8.10517
12 7.41066 5.54374
13 -4.59688 6.53139
14 -4.50692 5.71709
15 5.32058 6.06259
16 -9.9577 7.34635
17 10.7811 9.47635
18 -6.61262 7.45461
19 1.63396 7.99746
20 -1.49305 8.08148
21 22.1848 7.36216
22 10.2517 7.94431
23 4.91914 7.03606
24 -3.0235 4.5056
25 -1.05166 5.41936
26 7.33139 8.3654
27 -0.499174 6.81828
28 1.10053 9.19671
29 6.19751 7.40214
30 -11.1789 5.95655
31 -2.82418 5.12083
32 -0.169248 8.29148
33 3.86822 6.10455
34 -11.6147 5.5856
35 0.394405 8.82997
36 6.73903 6.90604
37 -15.7723 7.78785
38 16.1303 6.1658
39 -13.3268 7.79534
40 -5.35967 5.1453
41 0.622803 6.44672
42 2.15668 6.91581
43 0.104144 6.46991
44 8.98763 8.53793
45 -10.0808 7.72144
46 14.2805 5.47105
47 -11.3792 6.68697
48 5.70101 6.55691
49 -7.37561 6.52272
50 -7.32391 6.20033
51 -1.66732 7.3722
52 -12.2512 6.97689
53 6.9798 7.63569
54 -0.226942 7.86553
55 -12.3955 7.56288
56 -2.58607 4.43105
57 7.81995 6.22786
58 0.0334757 6.71983
59 -3.88662 7.40068
60 13.0799 8.61645
61 15.5648 7.40145
62 7.9169 7.6796
63 -8.0157 7.06893
64 -2.64899 6.69646
65 6.43425 6.98728
66 -4.28176 6.63303
67 5.00137 6.60451
68 5.26645 8.11596
69 4.5983 7.97004
70 2.69723 7.77597
71 -8.21047 6.64736
72 1.20836 6.91491
73 1.53072 6.38311
74 -4.13608 6.01372
75 -8.69799 7.19532
76 -2.22981 4.39643
77 0.992506 7.67039
78 -3.75031 7.68312
79 -6.42399 7.35853
80 -0.497634 5.88543
81 -2.92932 5.69534
82 6.90188 8.00093
83 -0.957841 6.12593
84 -7.2037 5.33107
85 -0.275472 9.54214
86 6.86538 8.45969
87 -4.39117 6.37713
88 -8.01601 7.46543
89 0.828807 7.57545
90 -3.41838 7.98657
91 -13.408 6.86386
92 0.843076 7.37537
93 2.93941 7.02097
94 0.52624 6.56526
95 -7.1721 6.76901
96 -2.12058 6.05471
97 15.5737 9.04128
98 10.9513 5.58953
99 0.435992 7.14342
100 1.74359 6.4409
101 -1.6743 10.1787
102 -5.18697 8.20638
103 6.49656 6.13554
104 1.72677 6.6874
105 6.87467 8.74491
106 -0.995922 8.35104
107 10.0485 6.85189
108 4.90424 7.12695
109 3.17455 8.42818
110 -4.32736 7.52875
111 -11.1802 6.14579
112 -6.19434 7.93527
113 8.7585 7.83119
114 3.32429 6.9633
115 -1.99747 8.77628
116 1.23402 9.18604
117 8.21524 7.00058
118 3.56604 9.01117
119 10.7633 8.11285
120 3.93809 5.78907
121 0.931451 6.46632
122 0.685194 5.97365
123 2.73164 6.16697
124 6.988 6.07614
125 -1.63614 7.05839
126 21.1977 7.44183
127 -13.627 6.93523
128 -5.05947 5.68523
129 8.38511 7.43099
130 6.55861 6.48862
131 -17.1827 8.11508
132 6.73769 7.38419
133 2.25469 7.40853
134 7.64682 8.19127
135 -0.512964 8.57329
136 4.10825 8.3657
137 -0.786662 6.31276
138 -4.09993 7.4226
139 -7.47673 7.01682
140 6.74735 7.33081
141 -8.21514 8.63482
142 -1.36927 7.40244
143 -12.9601 7.89069
144 7.37491 7.51965
145 -1.38329 6.65251
146 -0.678118 5.4442
147 7.67713 8.53531
148 0.878953 6.87142
149 -7.64689 8.39176
150 2.24028 7.85739
151 -13.4959 8.92479
152 -2.38945 6.73514
153 -3.47608 8.99192
154 0.638395 4.80961
155 1.34199 6.85248
156 -6.1901 8.78765
157 -0.425831 7.79427
158 0.166943 7.42665
159 3.17364 5.27714
160 -0.670279 7.72998
161 -10.8147 8.29093
162 -4.11049 6.74271
163 -2.41999 8.52675
164 -10.479 7.59219
165 -7.03045 7.88569
166 4.96651 6.79832
167 -1.03984 5.46204
168 -0.128578 8.68702
169 -7.91309 7.30984
170 3.92784 7.68647
171 -6.48933 5.2715
172 -3.21078 5.79551
173 8.47749 6.78472
174 -6.26099 7.7703
175 0.129618 8.53836
176 -8.454 7.69308
177 0.568178 6.69949
178 -0.164535 6.85611
179 -9.19199 8.35512
180 9.40786 6.96767
181 5.7547 7.43691
182 1.07254 9.27106
183 6.12474 8.72821
184 1.33192 7.71941
