-8.11507e-22 0
-8.12952e-22 1.44488e-24
-8.1991e-22 7.00829e-24
-8.17477e-22 5.52072e-24
-7.98934e-22 1.90296e-23
-7.71594e-22 3.14469e-23
-7.51289e-22 3.34463e-23
-7.43927e-22 2.98862e-23
-7.44022e-22 2.63573e-23
-7.41122e-22 2.37524e-23
-7.40855e-22 2.14865e-23
-7.42255e-22 1.96643e-23
-7.44345e-22 1.82089e-23
-7.41968e-22 1.7025e-23
-7.34207e-22 1.76477e-23
-7.25134e-22 1.88369e-23
-7.19424e-22 1.85926e-23
-7.1708e-22 1.76854e-23
-7.1866e-22 1.68032e-23
-7.17947e-22 1.59569e-23
-7.17324e-22 1.51908e-23
-7.18627e-22 1.45423e-23
-7.20389e-22 1.4007e-23
-7.21022e-22 1.34256e-23
-7.19666e-22 1.29486e-23
-7.18612e-22 1.24852e-23
-7.18584e-22 1.20139e-23
-7.20785e-22 1.17844e-23
-7.24324e-22 1.19087e-23
-7.2645e-22 1.16998e-23
-7.2659e-22 1.13169e-23
-7.25755e-22 1.09893e-23
-7.26986e-22 1.07219e-23
-7.2686e-22 1.04025e-23
-7.26708e-22 1.01021e-23
-7.26467e-22 9.82042e-24
-7.24144e-22 9.82973e-24
-7.21707e-22 9.87301e-24
-7.20685e-22 9.67063e-24
-7.20337e-22 9.43221e-24
-7.18914e-22 9.30859e-24
-7.16114e-22 9.5062e-24
-7.13654e-22 9.60279e-24
-7.11275e-22 9.67895e-24
-7.08613e-22 9.82887e-24
-7.06623e-22 9.81665e-24
-7.04979e-22 9.7451e-24
-7.03877e-22 9.60338e-24
-7.0325e-22 9.42623e-24
-7.01737e-22 9.35889e-24
-6.99601e-22 9.41893e-24
-6.97489e-22 9.47444e-24
-6.97194e-22 9.29864e-24
-6.96917e-22 9.12901e-24
-6.96085e-22 9.00008e-24
-6.95487e-22 8.85806e-24
-6.95051e-22 8.71219e-24
-6.94819e-22 8.56381e-24
-6.9386e-22 8.47186e-24
-6.92714e-22 8.40795e-24
-6.9178e-22 8.32153e-24
-6.90283e-22 8.32208e-24
-6.88429e-22 8.39601e-24
-6.87094e-22 8.37096e-24
-6.86471e-22 8.26472e-24
-6.85861e-22 8.16134e-24
-6.84424e-22 8.1661e-24
-6.8343e-22 8.10624e-24
-6.84312e-22 8.03649e-24
-6.85988e-22 8.09626e-24
-6.86811e-22 8.02373e-24
-6.87144e-22 7.9185e-24
-6.86774e-22 7.81807e-24
-6.86064e-22 7.74425e-24
-6.85532e-22 7.65883e-24
-6.84546e-22 7.62134e-24
-6.82905e-22 7.69865e-24
-6.81419e-22 7.74326e-24
-6.80466e-22 7.7038e-24
-6.79462e-22 7.67283e-24
-6.78874e-22 7.60035e-24
-6.78167e-22 7.54028e-24
-6.77195e-22 7.51205e-24
-6.76345e-22 7.47053e-24
-6.75829e-22 7.40016e-24
-6.74693e-22 7.40124e-24
-6.73937e-22 7.35464e-24
-6.73648e-22 7.27633e-24
-6.74107e-22 7.20875e-24
-6.74234e-22 7.12934e-24
-6.73738e-22 7.06802e-24
-6.72517e-22 7.09654e-24
-6.71859e-22 7.05057e-24
-6.71889e-22 6.97523e-24
-6.71994e-22 6.9022e-24
-6.72362e-22 6.83988e-24
-6.72472e-22 6.76988e-24
-6.72965e-22 6.71857e-24
-6.74262e-22 6.7756e-24
-6.76185e-22 6.97775e-24
